Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
828015,"The Breadwinner (The Breadwinner, #1)",Deborah Ellis,"Ellis, Deborah",,"=""0888994168""","=""9780888994165""",0,4.00,Groundwood Books,Paperback,171,2001,2000,,2023/08/06,to-read,to-read (#33),to-read,,,,0,0
57390604,As Long as the Lemon Trees Grow,Zoulfa Katouh,"Katouh, Zoulfa",,"=""0316351377""","=""9780316351379""",0,4.50,"Little, Brown Books for Young Readers",Hardcover,417,2022,2022,,2023/08/06,to-read,to-read (#32),to-read,,,,0,0
44492286,"Children of Dune (Dune, #3)",Frank Herbert,"Herbert, Frank",,"=""0593098242""","=""9780593098240""",0,3.96,Ace,Paperback,609,2019,1976,,2023/08/05,to-read,to-read (#31),to-read,,,,0,0
61215351,"The Fellowship of the Ring (Middle Earth, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",0,4.39,William Morrow,Kindle Edition,432,2022,1954,,2023/08/05,to-read,to-read (#30),to-read,,,,0,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.28,St. Martin's Griffin,Paperback,264,2004,1939,,2023/08/05,to-read,to-read (#29),to-read,,,,0,0
34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855924""","=""9780060855925""",0,4.00,Harper,Paperback,228,2005,1983,,2023/08/05,to-read,to-read (#28),to-read,,,,0,0
57640287,Passing,Nella Larsen,"Larsen, Nella",Brit Bennett,"=""0593437845""","=""9780593437841""",0,3.93,Signet,Paperback,141,2021,1929,,2023/08/01,to-read,to-read (#26),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",0,3.81,Crown,Hardcover,273,2019,2018,,2023/08/01,to-read,to-read (#25),to-read,,,,0,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.89,Ace,Kindle Edition,268,2007,1984,,2020/03/10,to-read,to-read (#24),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.14,Ballantine Books,Hardcover,352,2016,2016,,2023/08/01,to-read,to-read (#23),to-read,,,,0,0
8143909,Foster,Claire Keegan,"Keegan, Claire",,"=""0571255655""","=""9780571255658""",0,4.33,Faber & Faber,Paperback,89,2010,2010,,2023/08/01,to-read,to-read (#22),to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.08,Knopf,Hardcover,259,2022,2022,,2023/08/01,to-read,to-read (#21),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.04,Penguin Press,Hardcover,246,2019,2019,,2023/08/01,currently-reading,currently-reading (#1),currently-reading,,,,1,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",0,3.80,Harvest Books,Paperback,209,1989,1927,,2023/07/26,to-read,to-read (#20),to-read,,,,0,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",0,3.91,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,,2023/07/26,to-read,to-read (#19),to-read,,,,0,0
29022,The Twelve Caesars,Suetonius,"Suetonius, Suetonius","Michael    Grant, Robert Graves","=""0140449213""","=""9780140449211""",0,4.02,Penguin Classics,Paperback,363,2003,121,,2020/03/10,to-read,to-read (#18),to-read,,,,0,0
862639,The Campaigns of Alexander,Arrian,"Arrian, Arrian","Aubrey de Sélincourt, J.R. Hamilton","=""0140442537""","=""9780140442533""",0,4.16,Penguin Classics,Paperback,430,1976,150,,2020/03/10,to-read,to-read (#17),to-read,,,,0,0
68542,"The History of Rome, Books 1-5: The Early History of Rome",Livy,"Livy, Livy","Aubrey de Sélincourt, Robert Maxwell Ogilvie, Stephen P. Oakley","=""0140448098""","=""9780140448092""",0,3.95,Penguin Classics,Paperback,488,2002,-29,,2020/03/10,to-read,to-read (#16),to-read,,,,0,0
261243,History of the Peloponnesian War,Thucydides,"Thucydides, Thucydides","M.I. Finley, Rex Warner","=""0140440399""","=""9780140440393""",0,3.94,Penguin Books,Paperback,648,1972,-411,,2020/03/10,to-read,to-read (#15),to-read,,,,0,0
1362,The Histories,Herodotus,"Herodotus, Herodotus","John M. Marincola, Aubrey de Sélincourt, Betty Radice","=""0140449086""","=""9780140449082""",0,4.01,Penguin Books,Paperback,716,2003,-430,,2020/03/10,to-read,to-read (#14),to-read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Andrew Lang, Alexander Pope, W.H.D. Rouse, Bernard Knox, William Lucas Collins, G. Chapman, Walter Leaf, Ernest Myers, Gilbert Wakefield, Prentiss Cummings, R. Hooper, Richmond Lattimore, G. Cerri","=""0140275363""","=""9780140275360""",0,3.91,Penguin Classics,Library Binding,704,1999,-800,,2020/03/10,to-read,to-read (#13),to-read,,,,0,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.17,Roc,Paperback,297,2000,1968,,2020/03/10,to-read,to-read (#12),to-read,,,,0,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.81,Penguin Classics ,Paperback,541,2006,-700,,2020/03/10,to-read,to-read (#11),to-read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""""","=""""",0,4.20,Penguin,Mass Market Paperback,1463,1987,1862,,2020/03/10,to-read,to-read (#10),to-read,,,,0,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",0,3.91,HarperOne,Paperback,182,2014,1988,,2020/03/10,to-read,to-read (#9),to-read,,,,0,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",0,3.83,Modern Library,Paperback,192,2002,1898,,2020/03/10,to-read,to-read (#8),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",0,4.07,Bantam Books,Mass Market Paperback,152,1981,1922,,2020/03/10,to-read,to-read (#7),to-read,,,,0,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,4.42,Ballantine Books,Hardcover,384,2014,2011,,2020/03/10,to-read,to-read (#6),to-read,,,,0,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.29,Houghton Mifflin,Paperback,366,2002,1937,,2020/03/10,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.02,Vintage International,Paperback,123,1989,1942,,2020/03/10,to-read,to-read (#5),to-read,,,,0,0
13125947,"Reached (Matched, #3)",Ally Condie,"Condie, Ally",,"=""0525423664""","=""9780525423669""",0,3.54,Penguin,Hardcover,512,2012,2012,,2020/03/10,,,read,,,,1,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",0,4.23,Rupa & Co,Paperback,127,2003,1923,,2020/03/10,to-read,to-read (#4),to-read,,,,0,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",0,4.24,Hyperion Books,Hardcover,279,2006,2006,,2020/03/10,,,read,,,,1,0
9520360,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,"Riordan, Rick",,"=""1423140591""","=""9781423140597""",0,4.41,Disney-Hyperion Books,Hardcover,521,2011,2011,,2020/03/10,,,read,,,,1,0
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,"=""142311339X""","=""9781423113393""",0,4.30,Disney-Hyperion Books,Hardcover,576,2010,2010,,2020/03/10,,,read,,,,1,0
18342,It,Stephen King,"King, Stephen",,"=""0451169514""","=""9780451169518""",0,4.24,Signet,Mass Market Paperback,1090,2002,1986,,2020/03/10,,,read,,,,1,0
4502507,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""0739380338""","=""9780739380338""",0,4.55,,Audio CD,11,2009,2009,,2020/03/10,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2020/03/10,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2020/03/10,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",0,4.57,Scholastic,Paperback,734,2002,2000,,2020/03/10,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2020/03/10,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2020/03/10,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.58,Scholastic Inc,Paperback,652,2006,2005,,2020/03/10,,,read,,,,1,0
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",0,3.97,HarperCollins Children's Books,Hardcover,525,2012,2012,,2020/03/10,,,read,,,,1,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",0,4.33,Scholastic Press,Hardcover,391,2009,2009,,2020/03/10,,,read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",4,4.09,Scholastic Press,Hardcover,390,2010,2010,,2020/03/10,,,read,,,,1,0
2986865,"Eon: Dragoneye Reborn (Eon, #1)",Alison Goodman,"Goodman, Alison",,"=""0670062278""","=""9780670062270""",4,3.96,Viking Books for Young Readers,Hardcover,531,2008,2008,,2020/03/10,,,read,,,,1,0
7992995,"Eona: The Last Dragoneye (Eon, #2)",Alison Goodman,"Goodman, Alison",,"=""0670063118""","=""9780670063116""",4,4.11,VIKING by Penguin Group,Hardcover,637,2011,2011,,2020/03/10,,,read,,,,1,0
12630405,The Kane Chronicles Survival Guide,Rick Riordan,"Riordan, Rick",,"=""1423153626""","=""9781423153627""",4,4.00,Disney-Hyperion Books,Hardcover,144,2012,2012,,2020/03/10,,,read,,,,1,0
49365319,The Island of Sea Women,Lisa See,"See, Lisa",,"=""1501154869""","=""9781501154867""",0,4.31,Scribner,Paperback,390,2020,2019,,2020/03/10,to-read,to-read (#3),to-read,,,,0,0
42079240,The Annotated American Gods,Neil Gaiman,"Gaiman, Neil",,"=""0062896261""","=""9780062896261""",0,4.11,William Morrow,Hardcover,656,2020,2001,,2020/03/10,to-read,to-read (#2),to-read,,,,0,0
17312201,"The Son of Sobek (Demigods & Magicians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.26,Disney-Hyperion Books,ebook,68,2013,2013,,2020/03/10,to-read,to-read (#1),to-read,,,,0,0
12959086,The Demigod Diaries (The Heroes of Olympus),Rick Riordan,"Riordan, Rick",,"=""1423163001""","=""9781423163008""",4,4.13,Disney-Hyperion Books,Hardcover,244,2012,2012,,2020/03/10,,,read,,,,1,0
18216364,The Kane Chronicles (The Kane Chronicles #1-3),Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.51,Disney Hyperion,Kindle Edition,1520,2013,2012,,2020/03/10,,,read,,,,1,0
41667,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,"George, Jean Craighead",,"=""0142401110""","=""9780142401118""",5,4.09,Puffin Books,Paperback,177,2004,1959,,2020/03/10,,,read,,,,1,0
36536139,Kissing Olivia Winchester,Athena Simone,"Simone, Athena",,"=""""","=""9781680309720""",5,3.97,BLVNP Incorporated,Paperback,230,2018,2018,,2018/06/17,,,read,"This a really great book, especially for the folks in the LGBTQ+ community!",,,1,0
11861062,"Starters (Starters, #1)",Lissa Price,"Price, Lissa",,"=""0385742371""","=""9780385742375""",5,3.89,Delacorte Books for Young Readers,Hardcover,352,2012,2012,,2018/06/15,,,read,,,,1,0
6304335,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,"Garcia, Kami",Margaret Stohl,"=""0316042676""","=""9780316042673""",4,3.77,"Little, Brown and Company",Hardcover,563,2009,2009,,2018/06/15,,,read,,,,1,0
7735333,"Matched (Matched, #1)",Ally Condie,"Condie, Ally",,"=""0525423648""","=""9780525423645""",3,3.62,Dutton Books for Young Readers,Hardcover,369,2010,2010,,2018/06/15,,,read,,,,1,0
17157681,"The Hobbit, Part One",J.R.R. Tolkien,"Tolkien, J.R.R.",David Wyatt,"=""0007926669""","=""9780007926664""",5,4.31,HarperCollins Children's Books,Paperback,230,2012,1937,,2018/06/15,,,read,,,,1,0
13003565,"The Invaders (Brotherband Chronicles, #2)",John Flanagan,"Flanagan, John",,"=""0399256202""","=""9780399256202""",4,4.39,Viking Books for Young Readers,Hardcover,429,2012,2012,,2018/06/15,,,read,,,,1,0
11254850,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,"Mull, Brandon",,"=""1416997946""","=""9781416997948""",3,4.29,Aladdin,Hardcover,483,2012,2012,,2018/06/15,,,read,,,,1,0
9307674,"The Last Guardian (Artemis Fowl, #8)",Eoin Colfer,"Colfer, Eoin",,"=""1423161610""","=""9781423161615""",4,4.16,Disney/Hyperion Books,Hardcover,328,2012,2012,,2018/06/15,,,read,,,,1,0
9465845,"Vespers Rising (The 39 Clues, #11)",Rick Riordan,"Riordan, Rick","Peter Lerangis, Gordon Korman, Jude Watson","=""0545290597""","=""9780545290593""",5,4.12,Scholastic Inc.,Paperback,238,2011,2011,,2018/06/15,,,read,,,,1,0
5972040,"Beyond the Grave (The 39 Clues, #4)",Jude Watson,"Watson, Jude",,"=""0545060443""","=""9780545060448""",3,3.93,Scholastic Inc.,Hardcover,190,2009,2009,,2018/06/15,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2018/06/15,,,read,,,,1,0
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,"=""1423140605""","=""9781423140603""",5,4.47,Disney-Hyperion Books,Hardcover,586,2012,2012,,2018/06/15,,,read,,,,1,0
13089710,"The Kill Order (The Maze Runner, #0.4)",James Dashner,"Dashner, James",,"=""0385742886""","=""9780385742887""",5,3.71,Delacorte Books for Young Readers,Hardcover,327,2012,2012,,2018/06/15,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2018/06/15,,,read,,,,1,0
784911,"Rise of the Evening Star (Fablehaven, #2)",Brandon Mull,"Mull, Brandon",,"=""1590387422""","=""9781590387429""",5,4.18,Shadow Mountain,Hardcover,456,2007,2007,,2018/06/15,,,read,,,,1,0
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1416914307""","=""9781416914303""",4,4.28,Margaret K. McElderry Books,Hardcover,541,2009,2009,,2018/06/15,,,read,,,,1,0
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.37,Puffin Books,Paperback,320,2007,2007,,2018/06/15,,,read,,,,1,0
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",4,4.15,Putnam Juvenile,Hardcover,305,2011,2011,,2018/06/15,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",3,4.13,Dutton Books,Hardcover,313,2012,2012,,2018/06/15,,,read,,,,1,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",4,4.14,Katherine Tegen Books,Paperback,487,2012,2011,,2018/06/15,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.34,Scholastic Press,Hardcover,374,2008,2008,,2018/06/15,,,read,,,,1,0
